Scenario,Year,Index,Group,L,M,U
Switch to RZV only,2028,IncPNH,80u,4.0665691033029674e-4,4.2772345365951303e-4,4.5001890332923287e-4
Switch to RZV only,2029,N,All,58047670.585551575,58047670.585551575,58047670.585551575
Switch to RZV only,2029,N,60u,16175605,16175605,16175605
Switch to RZV only,2029,N,80u,3720375.9999999995,3720375.9999999995,3720375.9999999995
Switch to RZV only,2029,IncHZ,All,0.004032994745960269,0.00411897768304249,0.004180068448132148
Switch to RZV only,2029,IncHZ,60u,0.005105961493979333,0.005167434456190645,0.005226652931489365
Switch to RZV only,2029,IncHZ,80u,0.004470579315102619,0.004583725338071279,0.004713136835170432
Switch to RZV only,2029,IncPHN,All,1.5685387760756638e-4,1.6247479280892237e-4,1.694956181184362e-4
Switch to RZV only,2029,IncPHN,60u,3.0580630155353544e-4,3.134296082188169e-4,3.210518541591062e-4
Switch to RZV only,2029,IncPNH,80u,3.918380965274691e-4,4.114656016004876e-4,4.3456145175276787e-4
Switch to RZV only,2030,N,All,58179177.32993071,58179177.32993071,58179177.32993071
Switch to RZV only,2030,N,60u,16389315,16389315,16389315
Switch to RZV only,2030,N,80u,3808128,3808128,3808128
Switch to RZV only,2030,IncHZ,All,0.004016837535162852,0.004104349229048344,0.004164579989481663
Switch to RZV only,2030,IncHZ,60u,0.005042337420271742,0.005099546157847127,0.005163158268009825
Switch to RZV only,2030,IncHZ,80u,0.004310090913805114,0.004425132091673057,0.004557972792443617
Switch to RZV only,2030,IncPHN,All,1.5594409736688263e-4,1.6167047892398978e-4,1.6840176279805412e-4
Switch to RZV only,2030,IncPHN,60u,3.011639767773635e-4,3.089738683394363e-4,3.159709553757584e-4
Switch to RZV only,2030,IncPNH,80u,3.78890144149475e-4,3.9697990984653676e-4,4.1913279319831536e-4
Switch to RZV only,2031,N,All,58302960.44968728,58302960.44968728,58302960.44968728
Switch to RZV only,2031,N,60u,16611952,16611952,16611952
Switch to RZV only,2031,N,80u,3877704,3877704,3877704
Switch to RZV only,2031,IncHZ,All,0.004000872654299791,0.0040858808886627615,0.004148206847382005
Switch to RZV only,2031,IncHZ,60u,0.00497712791321332,0.005035204632794997,0.005099784604555693
Switch to RZV only,2031,IncHZ,80u,0.004172960737509577,0.0042815394028392385,0.004406468377776941
Switch to RZV only,2031,IncPHN,All,1.552186473498646e-4,1.6082756558666577e-4,1.6752334181945733e-4
Switch to RZV only,2031,IncPHN,60u,2.9589994174813756e-4,3.03535404304459e-4,3.1100312736449554e-4
Switch to RZV only,2031,IncPNH,80u,3.669229337427322e-4,3.8588659173548103e-4,4.0599408227362294e-4
Switch to RZV only,2032,N,All,58419412.46477923,58419412.46477923,58419412.46477923
Switch to RZV only,2032,N,60u,16802646,16802646,16802646
Switch to RZV only,2032,N,80u,3935412,3935412,3935412
Switch to RZV only,2032,IncHZ,All,0.0039849312674034455,0.004070445333900167,0.004131480935571126
Switch to RZV only,2032,IncHZ,60u,0.0049150609002619906,0.004972710861447132,0.005036047010070273
Switch to RZV only,2032,IncHZ,80u,0.004046865873964519,0.004157345304971043,0.004267587878243753
Switch to RZV only,2032,IncPHN,All,1.5441001937046374e-4,1.6003550208380747e-4,1.6685226880976294e-4
Switch to RZV only,2032,IncPHN,60u,2.9149354742752235e-4,2.996311656399464e-4,3.0708632000867454e-4
Switch to RZV only,2032,IncPNH,80u,3.568092275329644e-4,3.741068089513082e-4,3.9356887708109087e-4
Switch to RZV only,2033,N,All,58529151.816488974,58529151.816488974,58529151.816488974
Switch to RZV only,2033,N,60u,16955359,16955359,16955359
Switch to RZV only,2033,N,80u,3997061,3997061,3997061
Switch to RZV only,2033,IncHZ,All,0.003970599125230375,0.004054805263976482,0.004115067616378894
Switch to RZV only,2033,IncHZ,60u,0.004848616214423867,0.004908977527948665,0.004971857064659095
Switch to RZV only,2033,IncHZ,80u,0.003848409356001431,0.003955464173901908,0.0040608743157831
Switch to RZV only,2033,IncPHN,All,1.5343929435204757e-4,1.5922799365067944e-4,1.6612561428711156e-4
Switch to RZV only,2033,IncPHN,60u,2.8754473557418976e-4,2.955409488302807e-4,3.0311728706446453e-4
Switch to RZV only,2033,IncPNH,80u,3.39072831713087e-4,3.564738442525064e-4,3.7459851054162224e-4
Switch to RZV only,2034,N,All,58633224.54834486,58633224.54834486,58633224.54834486
Switch to RZV only,2034,N,60u,17071667,17071667,17071667
Switch to RZV only,2034,N,80u,4056390,4056390,4056390
Switch to RZV only,2034,IncHZ,All,0.003955539814048878,0.004036763690049758,0.004098845023993729
Switch to RZV only,2034,IncHZ,60u,0.004782701020990446,0.004843711341527543,0.004910297544350257
Switch to RZV only,2034,IncHZ,80u,0.0036755876930802274,0.003775681613938651,0.003892068711140195
Switch to RZV only,2034,IncPHN,All,1.524564208412972e-4,1.5815205941194937e-4,1.6533855319852497e-4
Switch to RZV only,2034,IncPHN,60u,2.834116051140352e-4,2.9195331777369415e-4,2.993295079601054e-4
Switch to RZV only,2034,IncPNH,80u,3.2460254669290807e-4,3.393096091999319e-4,3.553476944591127e-4
Switch to RZV only,2035,N,All,58733536.07774301,58733536.07774301,58733536.07774301
Switch to RZV only,2035,N,60u,17169741,17169741,17169741
Switch to RZV only,2035,N,80u,4107296,4107296,4107296
Switch to RZV only,2035,IncHZ,All,0.003938766393027387,0.004019049701668392,0.004083403074330475
Switch to RZV only,2035,IncHZ,60u,0.0047165065932372775,0.00478013712535623,0.0048529689285296135
Switch to RZV only,2035,IncHZ,80u,0.0035141191543959006,0.00361420960450801,0.0037372946404705767
Switch to RZV only,2035,IncPHN,All,1.5182168779536513e-4,1.5731589365895765e-4,1.644268177138882e-4
Switch to RZV only,2035,IncPHN,60u,2.7970919046840326e-4,2.8821986161206613e-4,2.9619872454189036e-4
Switch to RZV only,2035,IncPNH,80u,3.1102842679186653e-4,3.2477073307578795e-4,3.413471754138995e-4
Switch to RZV only,2036,N,All,58832019.436452426,58832019.436452426,58832019.436452426
Switch to RZV only,2036,N,60u,17249591,17249591,17249591
Switch to RZV only,2036,N,80u,4167522,4167522,4167522
Switch to RZV only,2036,IncHZ,All,0.003923443196203152,0.00400577463820086,0.004069364126831763
Switch to RZV only,2036,IncHZ,60u,0.004649706795168821,0.004719169771496069,0.004798442292549956
Switch to RZV only,2036,IncHZ,80u,0.003356419610366983,0.0034672243576861243,0.0035942989677052585
Switch to RZV only,2036,IncPHN,All,1.5105935610771227e-4,1.5658754291938748e-4,1.6393073868901264e-4
Switch to RZV only,2036,IncPHN,60u,2.76097563550069e-4,0.00028481684985211893,2.930957577191639e-4
Switch to RZV only,2036,IncPNH,80u,2.9907652776397646e-4,3.1257585449484743e-4,3.2758436511774963e-4
Switch to RZV only,2037,N,All,58929570.80519893,58929570.80519893,58929570.80519893
Switch to RZV only,2037,N,60u,17311250,17311250,17311250
Switch to RZV only,2037,N,80u,4237769,4237769,4237769
Switch to RZV only,2037,IncHZ,All,0.003911368704434806,0.003992838974855578,0.004055579427456337
Switch to RZV only,2037,IncHZ,60u,0.0045884443560094395,0.00465993024114964,0.004746710873121366
Switch to RZV only,2037,IncHZ,80u,0.003211200953532947,0.0033398189373591075,0.00346282414798624
Switch to RZV only,2037,IncPHN,All,1.502646943440157e-4,1.5584422104657423e-4,1.633264207036439e-4
Switch to RZV only,2037,IncPHN,60u,2.731898783260883e-4,2.8188372190308074e-4,2.902663485095647e-4
Switch to RZV only,2037,IncPNH,80u,2.882928915361912e-4,3.0099523418694054e-4,3.17825441594675e-4
Switch to RZV only,2038,N,All,59026783.73474885,59026783.73474885,59026783.73474885
Switch to RZV only,2038,N,60u,17377355,17377355,17377355
Switch to RZV only,2038,N,80u,4319079,4319079,4319079
Switch to RZV only,2038,IncHZ,All,0.003900132010162385,0.003978605220110926,0.004042261589909122
Switch to RZV only,2038,IncHZ,60u,0.004530723762621107,0.004604207779939513,0.004696063689797221
Switch to RZV only,2038,IncHZ,80u,0.003094767600681585,0.003224287879949486,0.00335692210704895
Switch to RZV only,2038,IncPHN,All,1.4952498576588008e-4,1.5523279396843502e-4,1.629641037260568e-4
Switch to RZV only,2038,IncPHN,60u,2.703436880059875e-4,2.7944320090029845e-4,2.88095350916771e-4
Switch to RZV only,2038,IncPNH,80u,2.7679574737968996e-4,2.900180463675282e-4,3.071673673568444e-4
Switch to RZV only,2039,N,All,59123921.18159037,59123921.18159037,59123921.18159037
Switch to RZV only,2039,N,60u,17483346,17483346,17483346
Switch to RZV only,2039,N,80u,4404459,4404459,4404459
Switch to RZV only,2039,IncHZ,All,0.003886141387161712,0.003964887163356395,0.004029736565172142
Switch to RZV only,2039,IncHZ,60u,0.004479531158455603,0.004553234173626087,0.004651761982402986
Switch to RZV only,2039,IncHZ,80u,0.002988714151089724,0.0031227249187210163,0.0032702822725246576
Switch to RZV only,2039,IncPHN,All,1.4901751714490168e-4,1.5479651130285906e-4,1.6244816189781524e-4
Switch to RZV only,2039,IncPHN,60u,2.6698707511440834e-4,2.7649152875264195e-4,2.8548406077018903e-4
Switch to RZV only,2039,IncPNH,80u,2.6756136713989285e-4,2.8167686583190315e-4,2.983347806071689e-4
Switch to RZV only,2040,N,All,59220916.44902057,59220916.44902057,59220916.44902057
Switch to RZV only,2040,N,60u,17612449,17612449,17612449
Switch to RZV only,2040,N,80u,4494979,4494979,4494979
Switch to RZV only,2040,IncHZ,All,0.0038757105885766823,0.003953319201156004,0.004017195480254482
Switch to RZV only,2040,IncHZ,60u,0.004435820308060095,0.0045092647337981765,0.004614192265910179
Switch to RZV only,2040,IncHZ,80u,0.0029032017979319356,0.0030329761722475337,0.003182030804080931
Switch to RZV only,2040,IncPHN,All,1.4840266496922287e-4,1.5433632346678814e-4,1.6217955985072525e-4
Switch to RZV only,2040,IncPHN,60u,2.6400822516688203e-4,2.738516509209829e-4,2.834981182693118e-4
Switch to RZV only,2040,IncPNH,80u,2.594107670877392e-4,2.746603209250925e-4,2.911647149643623e-4
Switch to RZV only,2041,N,All,59317434.65998518,59317434.65998518,59317434.65998518
Switch to RZV only,2041,N,60u,17736905,17736905,17736905
Switch to RZV only,2041,N,80u,4601150,4601150,4601150
Switch to RZV only,2041,IncHZ,All,0.0038656557921901502,0.003942348290112658,0.0040075973363278995
Switch to RZV only,2041,IncHZ,60u,0.004394270186395132,0.0044650226105695835,0.00457737966228847
Switch to RZV only,2041,IncHZ,80u,0.002831295941316453,0.002957547957653943,0.0031204820804111525
Switch to RZV only,2041,IncPHN,All,1.4801176580260636e-4,1.5401366742524207e-4,1.618751330729207e-4
Switch to RZV only,2041,IncPHN,60u,2.6113543810922046e-4,2.7148707971640855e-4,2.8133387745844253e-4
Switch to RZV only,2041,IncPNH,80u,2.524317166240094e-4,2.6819616765402527e-4,2.8361110129313384e-4
Switch to RZV only,2042,N,All,59413301.41479546,59413301.41479546,59413301.41479546
Switch to RZV only,2042,N,60u,17851956,17851956,17851956
Switch to RZV only,2042,N,80u,4720092,4720092,4720092
Switch to RZV only,2042,IncHZ,All,0.0038572377659901215,0.003932665747386389,0.003998707429093895
Switch to RZV only,2042,IncHZ,60u,0.00435953238952325,0.004431039310504226,0.004547058690293201
Switch to RZV only,2042,IncHZ,80u,0.0027579265254042335,0.0028936814409915813,0.003071042026342709
Switch to RZV only,2042,IncPHN,All,1.4770428539453363e-4,1.5358003903563231e-4,1.6159093363904564e-4
Switch to RZV only,2042,IncPHN,60u,2.5918622997016835e-4,2.6960597457275086e-4,2.7941495745294686e-4
Switch to RZV only,2042,IncPNH,80u,2.448276116581348e-4,2.6240004395072477e-4,2.777805832697923e-4
Switch to RZV only,2043,N,All,59507973.292836465,59507973.292836465,59507973.292836465
Switch to RZV only,2043,N,60u,17964325,17964325,17964325
Switch to RZV only,2043,N,80u,4846041,4846041,4846041
Switch to RZV only,2043,IncHZ,All,0.0038526993201632564,0.003925595886571832,0.003992122800394018
Switch to RZV only,2043,IncHZ,60u,0.004331249887844714,0.004405605996866975,0.004524396813074017
Switch to RZV only,2043,IncHZ,80u,0.0027064736451843834,0.0028368390023428437,0.0030229972304531656
Switch to RZV only,2043,IncPHN,All,1.475620655191265e-4,1.534717251121027e-4,1.6139875869996306e-4
Switch to RZV only,2043,IncPHN,60u,2.578879770442232e-4,2.6813914954381383e-4,2.775517056953037e-4
Switch to RZV only,2043,IncPNH,80u,2.401612466268312e-4,2.578220469820606e-4,2.735755761573964e-4
Switch to RZV only,2044,N,All,59600112.80976739,59600112.80976739,59600112.80976739
Switch to RZV only,2044,N,60u,18068623,18068623,18068623
Switch to RZV only,2044,N,80u,4978859,4978859,4978859
Switch to RZV only,2044,IncHZ,All,0.0038501555043479758,0.003921634471197949,0.003988230477046192
Switch to RZV only,2044,IncHZ,60u,0.004311944873190067,0.0043872274124380295,0.004508354305455959
Switch to RZV only,2044,IncHZ,80u,0.0026600588009509708,0.0027896525721204566,0.002982858407491086
Switch to RZV only,2044,IncPHN,All,1.4755325812412044e-4,1.533939910973278e-4,1.6131842553196313e-4
Switch to RZV only,2044,IncPHN,60u,2.5663821126306705e-4,2.673294804935566e-4,2.770579310721205e-4
Switch to RZV only,2044,IncPNH,80u,2.3680685865154697e-4,2.5363948423135803e-4,2.7089136607189306e-4
Switch to RZV only,2045,N,All,59688179.00570769,59688179.00570769,59688179.00570769
Switch to RZV only,2045,N,60u,18187133,18187133,18187133
Switch to RZV only,2045,N,80u,5111869,5111869,5111869
Switch to RZV only,2045,IncHZ,All,0.0038481129344929287,0.0039194998558248414,0.003985971871657652
Switch to RZV only,2045,IncHZ,60u,0.0043006275452118665,0.004376464811036483,0.004498288972988923
Switch to RZV only,2045,IncHZ,80u,0.0026222204495130108,0.002757485408365857,0.002958844324329611
Switch to RZV only,2045,IncPHN,All,1.4759494614566233e-4,1.5337695935996898e-4,1.6154836637057444e-4
Switch to RZV only,2045,IncPHN,60u,2.5556274830803905e-4,2.663866401826447e-4,2.7673830203146104e-4
Switch to RZV only,2045,IncPNH,80u,2.3380704813798952e-4,2.5076701193176574e-4,2.6880908386964604e-4
Switch to RZV only,2046,N,All,59771251.5885225,59771251.5885225,59771251.5885225
Switch to RZV only,2046,N,60u,18304488,18304488,18304488
Switch to RZV only,2046,N,80u,5235283,5235283,5235283
Switch to RZV only,2046,IncHZ,All,0.0038489159113793622,0.003918946754986147,0.003985345154171497
Switch to RZV only,2046,IncHZ,60u,0.004295214720417219,0.004372336172680791,0.004494600988376487
Switch to RZV only,2046,IncHZ,80u,0.0025950663914790146,0.0027363097524848237,0.002939281640399964
Switch to RZV only,2046,IncPHN,All,1.477822259506467e-4,1.5350846361150558e-4,1.616442511636257e-4
Switch to RZV only,2046,IncPHN,60u,2.549896327745443e-4,2.6624080955742473e-4,2.765275580099537e-4
Switch to RZV only,2046,IncPNH,80u,2.314240266264526e-4,2.487782726847828e-4,2.6664366001150444e-4
Switch to RZV only,2047,N,All,59848259.03156813,59848259.03156813,59848259.03156813
Switch to RZV only,2047,N,60u,18414100,18414100,18414100
Switch to RZV only,2047,N,80u,5354018,5354018,5354018
Switch to RZV only,2047,IncHZ,All,0.003851188901051695,0.003920833477086789,0.003987723095598166
Switch to RZV only,2047,IncHZ,60u,0.004295683713174906,0.0043743826105563195,0.004496236881664186
Switch to RZV only,2047,IncHZ,80u,0.0025713150887653065,0.0027167110659889193,0.002924984264505195
Switch to RZV only,2047,IncPHN,All,1.480781912474147e-4,1.5376382405890684e-4,1.6187808586738678e-4
Switch to RZV only,2047,IncPHN,60u,2.549507574983831e-4,2.664636596131588e-4,2.7668170365666546e-4
Switch to RZV only,2047,IncPNH,80u,2.2982978190345485e-4,2.4701844479644165e-4,2.646174445943741e-4
Switch to RZV only,2048,N,All,59918074.20475488,59918074.20475488,59918074.20475488
Switch to RZV only,2048,N,60u,18539193,18539193,18539193
Switch to RZV only,2048,N,80u,5460391,5460391,5460391
Switch to RZV only,2048,IncHZ,All,0.0038538113399095722,0.003923267920900912,0.0039899576219449995
Switch to RZV only,2048,IncHZ,60u,0.004299380616357188,0.004378500972411799,0.004499918114892283
Switch to RZV only,2048,IncHZ,80u,0.0025528893999745275,0.0026990234679451263,0.002913708578617208
Switch to RZV only,2048,IncPHN,All,1.4834147986058686e-4,1.5408699997732783e-4,1.621230366264274e-4
Switch to RZV only,2048,IncPHN,60u,2.5484534511625146e-4,2.664585690645092e-4,2.7692751225572026e-4
Switch to RZV only,2048,IncPNH,80u,2.2839383047426165e-4,2.455277107843028e-4,2.6303446196222215e-4
Switch to RZV only,2049,N,All,59979888.31324713,59979888.31324713,59979888.31324713
Switch to RZV only,2049,N,60u,18655593,18655593,18655593
Switch to RZV only,2049,N,80u,5561670,5561670,5561670
Switch to RZV only,2049,IncHZ,All,0.0038551183769883687,0.003923845771195151,0.0039912914863096385
Switch to RZV only,2049,IncHZ,60u,0.004299090467814954,0.004379249847469426,0.00450020145184176
Switch to RZV only,2049,IncHZ,80u,0.0025407792185756627,0.002688264547952973,0.002904637566180393
Switch to RZV only,2049,IncPHN,All,1.486328109790993e-4,1.5435045195477524e-4,1.6228245447419786e-4
Switch to RZV only,2049,IncPHN,60u,2.546059537700026e-4,2.663045028644854e-4,2.76903386442605e-4
Switch to RZV only,2049,IncPNH,80u,2.2719670479063204e-4,2.443794691072749e-4,2.621357650357116e-4
Switch to RZV only,2050,N,All,60033257.21197521,60033257.21197521,60033257.21197521
Switch to RZV only,2050,N,60u,18776005,18776005,18776005
Switch to RZV only,2050,N,80u,5644521,5644521,5644521
Switch to RZV only,2050,IncHZ,All,0.003855000516226469,0.003923679239776049,0.0039912407430764485
Switch to RZV only,2050,IncHZ,60u,0.004296501079397984,0.004376532264101091,0.0044973907872693265
Switch to RZV only,2050,IncHZ,80u,0.0025317441023694803,0.002679748731215118,0.0028976904019271743
Switch to RZV only,2050,IncPHN,All,1.487704967564815e-4,1.546059196689447e-4,1.6238878659569745e-4
Switch to RZV only,2050,IncPHN,60u,2.543507055195235e-4,2.658204537176319e-4,2.7663486768112193e-4
Switch to RZV only,2050,IncPNH,80u,2.2656898267647021e-4,2.435740474473825e-4,2.613926278867024e-4
