Scenario,Year,Index,Group,L,M,U
No new programme,2044,IncPNH,80u,3.579882995112725e-4,3.7686095120344123e-4,3.9989815060651314e-4
No new programme,2045,N,All,59688179.00570769,59688179.00570769,59688179.00570769
No new programme,2045,N,60u,18187133,18187133,18187133
No new programme,2045,N,80u,5111869,5111869,5111869
No new programme,2045,IncHZ,All,0.00408379538497221,0.004160159470839568,0.004232926050319398
No new programme,2045,IncHZ,60u,0.005097508836882109,0.005179831222008992,0.005258196408722026
No new programme,2045,IncHZ,80u,0.004062301324696061,0.004194998562448986,0.004360190721673112
No new programme,2045,IncPHN,All,1.674518291411373e-4,1.7335443105680347e-4,1.7994600583969876e-4
No new programme,2045,IncPHN,60u,3.2157688856136133e-4,3.3091929494360957e-4,3.402291134085125e-4
No new programme,2045,IncPNH,80u,3.5808047426463406e-4,3.769086334063083e-4,4.0018898060749164e-4
No new programme,2046,N,All,59771251.5885225,59771251.5885225,59771251.5885225
No new programme,2046,N,60u,18304488,18304488,18304488
No new programme,2046,N,80u,5235283,5235283,5235283
No new programme,2046,IncHZ,All,0.004086736006820075,0.004163490516247708,0.004236020878037596
No new programme,2046,IncHZ,60u,0.005098753677291075,0.005182114163996403,0.0052614719334106354
No new programme,2046,IncHZ,80u,0.004063163307057821,0.004195349676376736,0.0043593634017395294
No new programme,2046,IncPHN,All,1.6794068152211364e-4,1.7396903097465866e-4,1.8040546246980764e-4
No new programme,2046,IncPHN,60u,3.2190103974441217e-4,3.3145522353754994e-4,3.404220561911675e-4
No new programme,2046,IncPNH,80u,3.584034485011894e-4,3.770107566468644e-4,4.002295247310251e-4
No new programme,2047,N,All,59848259.03156813,59848259.03156813,59848259.03156813
No new programme,2047,N,60u,18414100,18414100,18414100
No new programme,2047,N,80u,5354018,5354018,5354018
No new programme,2047,IncHZ,All,0.0040907904918240185,0.004167618595970603,0.00424010246625071
No new programme,2047,IncHZ,60u,0.005103744773995971,0.005188508936947398,0.0052677912984711054
No new programme,2047,IncHZ,80u,0.0040637524695217074,0.004195606292559808,0.004358774037577994
No new programme,2047,IncPHN,All,1.684430040218594e-4,1.7445115657094512e-4,1.8081897281531698e-4
No new programme,2047,IncPHN,60u,3.2242406638899486e-4,3.319372978053027e-4,3.409242290247041e-4
No new programme,2047,IncPNH,80u,3.5878851341836e-4,3.7683542165873186e-4,4.0046578048234593e-4
No new programme,2048,N,All,59918074.20475488,59918074.20475488,59918074.20475488
No new programme,2048,N,60u,18539193,18539193,18539193
No new programme,2048,N,80u,5460391,5460391,5460391
No new programme,2048,IncHZ,All,0.00409500281992589,0.0041717680022501785,0.004244438404025925
No new programme,2048,IncHZ,60u,0.0051102902413678085,0.005193785192168669,0.005274289724728001
No new programme,2048,IncHZ,80u,0.004064622075740073,0.004195297862803069,0.004358021091268668
No new programme,2048,IncPHN,All,1.689450065787094e-4,1.7492601228084518e-4,1.8128262491861973e-4
No new programme,2048,IncPHN,60u,3.2276112213456794e-4,3.323114650589398e-4,3.412054838414386e-4
No new programme,2048,IncPNH,80u,3.593677777033504e-4,3.767102410690543e-4,4.00405628963407e-4
No new programme,2049,N,All,59979888.31324713,59979888.31324713,59979888.31324713
No new programme,2049,N,60u,18655593,18655593,18655593
No new programme,2049,N,80u,5561670,5561670,5561670
No new programme,2049,IncHZ,All,0.004098155132518318,0.004174765003573106,0.004247146365627881
No new programme,2049,IncHZ,60u,0.005113172278565569,0.005195625559333254,0.005276997597055374
No new programme,2049,IncHZ,80u,0.004065036145838969,0.004194685258365267,0.00435654318336543
No new programme,2049,IncPHN,All,1.6930680080211793e-4,1.7530095468872427e-4,1.8166393413255122e-4
No new programme,2049,IncPHN,60u,3.227602529254916e-4,3.3251155412352556e-4,3.4125701180718964e-4
No new programme,2049,IncPNH,80u,3.59204817952273e-4,3.763986076325089e-4,4.001434837191497e-4
No new programme,2050,N,All,60033257.21197521,60033257.21197521,60033257.21197521
No new programme,2050,N,60u,18776005,18776005,18776005
No new programme,2050,N,80u,5644521,5644521,5644521
No new programme,2050,IncHZ,All,0.00410032310878643,0.004176696513572765,0.004249234473369971
No new programme,2050,IncHZ,60u,0.005112672748789815,0.005194705638563576,0.005276807916971166
No new programme,2050,IncHZ,80u,0.004065199646218035,0.004192356910125782,0.004354648876397908
No new programme,2050,IncPHN,All,1.69613389727435e-4,1.7567361425037409e-4,1.8199409337813375e-4
No new programme,2050,IncPHN,60u,3.2252627719252843e-4,3.323944482540053e-4,3.4101960288874237e-4
No new programme,2050,IncPNH,80u,3.593954993556875e-4,3.761925466199868e-4,3.997177085776441e-4
Scheduled,2012,N,All,53493729,53493729,53493729
Scheduled,2012,N,60u,12069402,12069402,12069402
Scheduled,2012,N,80u,2507928,2507928,2507928
Scheduled,2012,IncHZ,All,0.004436500813955701,0.004534160725002663,0.004601830829492901
Scheduled,2012,IncHZ,60u,0.007365312392857466,0.007413433467593737,0.0074739843676828585
Scheduled,2012,IncHZ,80u,0.009340744246705654,0.009448156357317286,0.009560726103271189
Scheduled,2012,IncPHN,All,1.8355159898444798e-4,1.909363543019315e-4,1.9902852982649395e-4
Scheduled,2012,IncPHN,60u,4.7886793641790666e-4,4.905315776459324e-4,5.018951655968364e-4
Scheduled,2012,IncPNH,80u,8.204056157088272e-4,8.559903886612246e-4,8.881422806014019e-4
Scheduled,2013,N,All,53853469,53853469,53853469
Scheduled,2013,N,60u,12244950,12244950,12244950
Scheduled,2013,N,80u,2538132,2538132,2538132
Scheduled,2013,IncHZ,All,0.004390010358126479,0.00448646312481513,0.004551666995247612
Scheduled,2013,IncHZ,60u,0.007117263739197566,0.007165637767434121,0.007227936527673006
Scheduled,2013,IncHZ,80u,0.009248964466234924,0.009354004627135619,0.009468428970260076
Scheduled,2013,IncPHN,All,1.8019065659508968e-4,1.8748220904711392e-4,1.9565394844210307e-4
Scheduled,2013,IncPHN,60u,4.6242512964332643e-4,4.731576580077406e-4,4.84017673050402e-4
Scheduled,2013,IncPNH,80u,8.126463350292324e-4,8.480118885486094e-4,8.787841138845963e-4
Scheduled,2014,N,All,54302951.3490557,54302951.3490557,54302951.3490557
Scheduled,2014,N,60u,12451639,12451639,12451639
Scheduled,2014,N,80u,2589877,2589877,2589877
Scheduled,2014,IncHZ,All,0.004348346023935724,0.004446449043209083,0.004508211115755817
Scheduled,2014,IncHZ,60u,0.006899227371931389,0.006950558303507557,0.007010719632598329
Scheduled,2014,IncHZ,80u,0.009076569222122747,0.00918730067643293,0.009290749168159971
Scheduled,2014,IncPHN,All,1.7768743373116144e-4,1.849019374472071e-4,1.9289136610179313e-4
Scheduled,2014,IncPHN,60u,4.4689882099695037e-4,4.5753269322620465e-4,4.684651359454477e-4
Scheduled,2014,IncPNH,80u,7.976758748729844e-4,8.315510079779415e-4,8.649871551728789e-4
Scheduled,2015,N,All,54778660.292393945,54778660.292393945,54778660.292393945
Scheduled,2015,N,60u,12616293,12616293,12616293
Scheduled,2015,N,80u,2621589,2621589,2621589
Scheduled,2015,IncHZ,All,0.004310492647754292,0.004410951213090833,0.004468081769652462
Scheduled,2015,IncHZ,60u,0.00670564886944976,0.006765199286678813,0.006818644904556776
Scheduled,2015,IncHZ,80u,0.008848092965685938,0.008958641430735501,0.009058146858294631
Scheduled,2015,IncPHN,All,1.752368192254397e-4,1.81959208990158e-4,1.899167916756572e-4
Scheduled,2015,IncPHN,60u,4.320793560076869e-4,4.4311635788364884e-4,4.535247665719811e-4
Scheduled,2015,IncPNH,80u,7.785884279609351e-4,8.109182846450364e-4,8.418796260089745e-4
Scheduled,2016,N,All,55244709.34552622,55244709.34552622,55244709.34552622
Scheduled,2016,N,60u,12813814,12813814,12813814
Scheduled,2016,N,80u,2673451,2673451,2673451
Scheduled,2016,IncHZ,All,0.004278648127781684,0.004379248247526774,0.004437856088364566
Scheduled,2016,IncHZ,60u,0.006536614454415733,0.0065969890423191345,0.006650056324064144
Scheduled,2016,IncHZ,80u,0.008566761673022415,0.00868258028245009,0.008785224446532998
Scheduled,2016,IncPHN,All,1.7305743470871933e-4,1.7968481586505845e-4,1.873719106362791e-4
Scheduled,2016,IncPHN,60u,4.195449222976729e-4,4.306949861199174e-4,4.406010382453588e-4
Scheduled,2016,IncPNH,80u,7.540257875901541e-4,7.846494379143802e-4,8.126981894498593e-4
Scheduled,2017,N,All,55580263.551905476,55580263.551905476,55580263.551905476
Scheduled,2017,N,60u,13013431,13013431,13013431
Scheduled,2017,N,80u,2721910,2721910,2721910
Scheduled,2017,IncHZ,All,0.004246698777069759,0.004346330183205236,0.004405956136613591
Scheduled,2017,IncHZ,60u,0.006357235608210364,0.006419366874723081,0.006473161623629519
Scheduled,2017,IncHZ,80u,0.00826275700419933,0.00837495110484645,0.008467410737927129
Scheduled,2017,IncPHN,All,1.7096196026796803e-4,1.7724415873648464e-4,1.850043002558622e-4
Scheduled,2017,IncPHN,60u,4.0675834095617444e-4,4.176473151347295e-4,4.2615705031491416e-4
Scheduled,2017,IncPNH,80u,7.268608323666961e-4,7.555839121705637e-4,7.830111119036067e-4
Scheduled,2018,N,All,55918704.81235852,55918704.81235852,55918704.81235852
Scheduled,2018,N,60u,13223627,13223627,13223627
Scheduled,2018,N,80u,2768734,2768734,2768734
Scheduled,2018,IncHZ,All,0.0042212327681863115,0.004319483762478189,0.004377678862089086
Scheduled,2018,IncHZ,60u,0.006199246717462665,0.006263797233492548,0.006317214463250089
Scheduled,2018,IncHZ,80u,0.00792254453915418,0.008037665143366308,0.008129407450344286
Scheduled,2018,IncPHN,All,1.6881458835320192e-4,1.7502739926096827e-4,1.8300383896910181e-4
Scheduled,2018,IncPHN,60u,3.947163223767543e-4,4.0503326562827584e-4,0.00041353292420954303
Scheduled,2018,IncPNH,80u,6.991241377307247e-4,7.236489685224455e-4,7.52617932470747e-4
Scheduled,2019,N,All,56211072.81072051,56211072.81072051,56211072.81072051
Scheduled,2019,N,60u,13465551,13465551,13465551
Scheduled,2019,N,80u,2836964,2836964,2836964
Scheduled,2019,IncHZ,All,0.004202788278800112,0.004298741843513552,0.004356947575675759
Scheduled,2019,IncHZ,60u,0.0060730387318710544,0.006134304835099002,0.006194596936985418
Scheduled,2019,IncHZ,80u,0.007582336490312696,0.007696066154378858,0.00778419162100344
Scheduled,2019,IncPHN,All,1.6736950611603006e-4,1.7365572409713668e-4,1.8146730795136297e-4
Scheduled,2019,IncPHN,60u,3.844705677126252e-4,3.945728792212943e-4,4.034512723645309e-4
Scheduled,2019,IncPNH,80u,6.692832818967486e-4,6.917368517143196e-4,7.194473567927969e-4
Scheduled,2020,N,All,56437241.85089297,56437241.85089297,56437241.85089297
Scheduled,2020,N,60u,13660832,13660832,13660832
Scheduled,2020,N,80u,2855599,2855599,2855599
Scheduled,2020,IncHZ,All,0.004184174678267459,0.004278434772678215,0.004336404718673992
Scheduled,2020,IncHZ,60u,0.005953508108842003,0.006017945305051692,0.006077456512325307
Scheduled,2020,IncHZ,80u,0.007233550761965574,0.007343236050079415,0.007438909947582423
Scheduled,2020,IncPHN,All,1.6585639271451597e-4,1.7194172460830825e-4,1.7982474276772615e-4
Scheduled,2020,IncPHN,60u,3.7415647397207524e-4,3.84965513879933e-4,3.931060846039053e-4
Scheduled,2020,IncPNH,80u,6.385811438227009e-4,6.586709825025737e-4,6.864287687301423e-4
Scheduled,2021,N,All,56632003.14928431,56632003.14928431,56632003.14928431
Scheduled,2021,N,60u,14030495,14030495,14030495
Scheduled,2021,N,80u,2868643,2868643,2868643
Scheduled,2021,IncHZ,All,0.00417489793167421,0.004269792118202427,0.0043282293783166075
Scheduled,2021,IncHZ,60u,0.005851547138628361,0.00592005512255778,0.005977846827371057
Scheduled,2021,IncHZ,80u,0.006894377483554085,0.007006916794551551,0.00710527429808798
Scheduled,2021,IncPHN,All,1.6522405240636912e-4,1.713018695073337e-4,1.788506823214053e-4
Scheduled,2021,IncPHN,60u,3.644656655170866e-4,3.753355899148566e-4,3.835125995049519e-4
Scheduled,2021,IncPNH,80u,6.089519649684344e-4,6.288963149435869e-4,6.556372735942461e-4
Scheduled,2022,N,All,56834252.806983784,56834252.806983784,56834252.806983784
Scheduled,2022,N,60u,14287697,14287697,14287697
Scheduled,2022,N,80u,2909899,2909899,2909899
Scheduled,2022,IncHZ,All,0.004161350717616362,0.004255792387318179,0.004314428567813162
Scheduled,2022,IncHZ,60u,0.005761759584959269,0.005832000686857141,0.005892792462930048
Scheduled,2022,IncHZ,80u,0.006470625005859373,0.006593572455911034,0.006699356380082703
Scheduled,2022,IncPHN,All,1.641761913769024e-4,1.7020694847249746e-4,1.7791363828506882e-4
Scheduled,2022,IncPHN,60u,3.5632416159477466e-4,3.6706401387092454e-4,3.7590798297292574e-4
Scheduled,2022,IncPNH,80u,5.70911787696672e-4,5.91764357931282e-4,6.178460065184985e-4
Scheduled,2023,N,All,57045501.619796,57045501.619796,57045501.619796
Scheduled,2023,N,60u,14568372,14568372,14568372
Scheduled,2023,N,80u,2989402,2989402,2989402
Scheduled,2023,IncHZ,All,0.004077720456146695,0.004168390930732584,0.004230339320892756
Scheduled,2023,IncHZ,60u,0.005393854502228079,0.005462298928531935,0.005517352682651188
Scheduled,2023,IncHZ,80u,0.006077882435446108,0.00620030728199137,0.0063086280789211606
Scheduled,2023,IncPHN,All,1.596382058258957e-4,1.659583761773854e-4,1.7382594060505764e-4
Scheduled,2023,IncPHN,60u,3.3581771442697616e-4,3.457917161262069e-4,3.530670786366044e-4
Scheduled,2023,IncPNH,80u,5.347930162477571e-4,5.566687307996623e-4,5.81275044031983e-4
Scheduled,2024,N,All,57245043.862556264,57245043.862556264,57245043.862556264
Scheduled,2024,N,60u,14857500,14857500,14857500
Scheduled,2024,N,80u,3086634,3086634,3086634
Scheduled,2024,IncHZ,All,0.004004232404761069,0.00409266788871593,0.0041546150373834604
Scheduled,2024,IncHZ,60u,0.005081452613760737,0.005152181638988514,0.005205803688705954
Scheduled,2024,IncHZ,80u,0.005719870271444181,0.005840649426846178,0.005957073698683527
Scheduled,2024,IncPHN,All,1.557993088557292e-4,1.6226918367718234e-4,1.6950772966913257e-4
Scheduled,2024,IncPHN,60u,3.169969449734148e-4,3.261727716755584e-4,3.3348147492266847e-4
Scheduled,2024,IncPNH,80u,5.022897180469563e-4,5.236993771479393e-4,5.474042089384359e-4
Scheduled,2025,N,All,57430157.31964595,57430157.31964595,57430157.31964595
Scheduled,2025,N,60u,15145928,15145928,15145928
Scheduled,2025,N,80u,3175049,3175049,3175049
Scheduled,2025,IncHZ,All,0.003941165331056084,0.004029545748319771,0.004092350850101758
Scheduled,2025,IncHZ,60u,0.0048213451857558156,0.004887098360937401,0.004942119382089651
Scheduled,2025,IncHZ,80u,0.005412424799213407,0.0055310361561896355,0.0056509430758841725
Scheduled,2025,IncPHN,All,1.524212775280895e-4,1.5853294903353326e-4,1.6533580070800043e-4
Scheduled,2025,IncPHN,60u,3.002815290091052e-4,3.093481089575077e-4,3.15972850171146e-4
Scheduled,2025,IncPNH,80u,4.743060086972869e-4,4.951879913082239e-4,5.190426748208091e-4
Scheduled,2026,N,All,57601892.44014474,57601892.44014474,57601892.44014474
Scheduled,2026,N,60u,15420096,15420096,15420096
Scheduled,2026,N,80u,3266698.9999999995,3266698.9999999995,3266698.9999999995
Scheduled,2026,IncHZ,All,0.0038808807640009642,0.003972795630591915,0.004036326491178565
Scheduled,2026,IncHZ,60u,0.004590840000313147,0.0046566953404823305,0.004715598377440693
Scheduled,2026,IncHZ,80u,0.005137066288428275,0.005256663352584684,0.005384843043380841
Scheduled,2026,IncPHN,All,1.494287577866811e-4,1.5535127677696937e-4,1.62052470954427e-4
Scheduled,2026,IncPHN,60u,2.8590090792439047e-4,2.9353935609214215e-4,3.0026101456115124e-4
Scheduled,2026,IncPNH,80u,4.491392316956377e-4,4.7068817731911396e-4,4.945801152801798e-4
Scheduled,2027,N,All,57759291.13835117,57759291.13835117,57759291.13835117
Scheduled,2027,N,60u,15686789,15686789,15686789
Scheduled,2027,N,80u,3465462,3465462,3465462
Scheduled,2027,IncHZ,All,0.0038304915196545803,0.003920443640157064,0.003983611284799825
Scheduled,2027,IncHZ,60u,0.0043924528193128,0.00445579821559175,0.004519214555902568
Scheduled,2027,IncHZ,80u,0.004869205953856502,0.004981690687211207,0.005116285381619095
Scheduled,2027,IncPHN,All,1.4662670578117993e-4,1.5229275416379207e-4,1.5898242977678648e-4
Scheduled,2027,IncPHN,60u,2.72956239276043e-4,2.8021319116967495e-4,2.869872302168025e-4
Scheduled,2027,IncPNH,80u,4.249233101749463e-4,4.470725305097739e-4,4.689814141858397e-4
Scheduled,2028,N,All,57907855.55779924,57907855.55779924,57907855.55779924
Scheduled,2028,N,60u,15935441,15935441,15935441
Scheduled,2028,N,80u,3610899.9999999995,3610899.9999999995,3610899.9999999995
Scheduled,2028,IncHZ,All,0.0037322402170479217,0.0038190358569725425,0.003880653109483446
Scheduled,2028,IncHZ,60u,0.004009487763644837,0.004083289233368731,0.004155817466871074
Scheduled,2028,IncHZ,80u,0.00465191117176521,0.004768990960895959,0.004895520347175841
Scheduled,2028,IncPHN,All,1.4215470357944635e-4,1.4764847670667696e-4,1.5462370084303663e-4
Scheduled,2028,IncPHN,60u,2.545605580540433e-4,2.619587489549965e-4,2.677924270692646e-4
Scheduled,2028,IncPNH,80u,4.0665691033029674e-4,4.2772345365951303e-4,4.5001890332923287e-4
Scheduled,2029,N,All,58047670.585551575,58047670.585551575,58047670.585551575
Scheduled,2029,N,60u,16175605,16175605,16175605
Scheduled,2029,N,80u,3720375.9999999995,3720375.9999999995,3720375.9999999995
Scheduled,2029,IncHZ,All,0.0036440573018850786,0.0037305768321623137,0.003789858365060334
Scheduled,2029,IncHZ,60u,0.0036847580807203672,0.0037670938882727887,0.0038511878370968743
Scheduled,2029,IncHZ,80u,0.004470579315102619,0.004583725338071279,0.004713136835170432
Scheduled,2029,IncPHN,All,1.3791929846986145e-4,1.436115620025995e-4,1.504000369978313e-4
Scheduled,2029,IncPHN,60u,2.3810113841705465e-4,2.4558997838706683e-4,2.5109435503756493e-4
Scheduled,2029,IncPNH,80u,3.918380965274691e-4,4.114656016004876e-4,4.3456145175276787e-4
Scheduled,2030,N,All,58179177.32993071,58179177.32993071,58179177.32993071
Scheduled,2030,N,60u,16389315,16389315,16389315
Scheduled,2030,N,80u,3808128,3808128,3808128
Scheduled,2030,IncHZ,All,0.0035706139846115263,0.00365478176930997,0.0037133427498735913
Scheduled,2030,IncHZ,60u,0.0034173459958473287,0.0035003522216248096,0.003594182066951752
Scheduled,2030,IncHZ,80u,0.004310090913805114,0.004425132091673057,0.004557972792443617
Scheduled,2030,IncPHN,All,1.3411976795812768e-4,1.3967205109496444e-4,1.469647042706317e-4
Scheduled,2030,IncPHN,60u,2.2366099643746334e-4,2.3076803650094762e-4,2.3767632300464861e-4
Scheduled,2030,IncPNH,80u,3.78890144149475e-4,3.9697990984653676e-4,4.1913279319831536e-4
Scheduled,2031,N,All,58302960.44968728,58302960.44968728,58302960.44968728
Scheduled,2031,N,60u,16611952,16611952,16611952
Scheduled,2031,N,80u,3877704,3877704,3877704
Scheduled,2031,IncHZ,All,0.0035046304435334455,0.00358706453642486,0.003648106120248137
Scheduled,2031,IncHZ,60u,0.0031938609965978166,0.003277672393622925,0.0033793464368670582
Scheduled,2031,IncHZ,80u,0.004172960737509577,0.0042815394028392385,0.004406468377776941
Scheduled,2031,IncPHN,All,1.309601100398903e-4,1.3630999493813192e-4,1.4349773450604688e-4
Scheduled,2031,IncPHN,60u,2.1071945507933478e-4,2.1793766240395832e-4,2.250464203986398e-4
Scheduled,2031,IncPNH,80u,3.669229337427322e-4,3.8588659173548103e-4,4.0599408227362294e-4
Scheduled,2032,N,All,58419412.46477923,58419412.46477923,58419412.46477923
Scheduled,2032,N,60u,16802646,16802646,16802646
Scheduled,2032,N,80u,3935412,3935412,3935412
Scheduled,2032,IncHZ,All,0.0034493639913187857,0.003527307143023895,0.003592464406438058
Scheduled,2032,IncHZ,60u,0.0030042123935983336,0.003089763193998489,0.0031949877411548452
Scheduled,2032,IncHZ,80u,0.004046865873964519,0.004157345304971043,0.004267587878243753
Scheduled,2032,IncPHN,All,1.2794083577758722e-4,1.3324895775382754e-4,1.4042803538543311e-4
Scheduled,2032,IncPHN,60u,1.9930355296206162e-4,2.0665311214514314e-4,2.137878494069795e-4
Scheduled,2032,IncPNH,80u,3.568092275329644e-4,3.741068089513082e-4,3.9356887708109087e-4
Scheduled,2033,N,All,58529151.816488974,58529151.816488974,58529151.816488974
Scheduled,2033,N,60u,16955359,16955359,16955359
Scheduled,2033,N,80u,3997061,3997061,3997061
Scheduled,2033,IncHZ,All,0.0034142743144707673,0.0034879743489053903,0.0035573600514066774
Scheduled,2033,IncHZ,60u,0.002880635597937358,0.0029657815985793517,0.0030789172549448743
Scheduled,2033,IncHZ,80u,0.003848409356001431,0.003955464173901908,0.0040608743157831
Scheduled,2033,IncPHN,All,1.2584600346764467e-4,1.313108377002425e-4,1.3852364214600503e-4
Scheduled,2033,IncPHN,60u,1.911972979454695e-4,1.98852625449517e-4,2.0595662459259081e-4
Scheduled,2033,IncPNH,80u,3.39072831713087e-4,3.564738442525064e-4,3.7459851054162224e-4
Scheduled,2034,N,All,58633224.54834486,58633224.54834486,58633224.54834486
Scheduled,2034,N,60u,17071667,17071667,17071667
Scheduled,2034,N,80u,4056390,4056390,4056390
Scheduled,2034,IncHZ,All,0.0033856106183784637,0.003455619934150251,0.003526491996630708
Scheduled,2034,IncHZ,60u,0.002769296574215311,0.0028553006710121806,0.0029791301565166095
Scheduled,2034,IncHZ,80u,0.0036603727371388897,0.003760268219230872,0.0038765016813469572
Scheduled,2034,IncPHN,All,1.2390738188810797e-4,1.293725353329519e-4,1.3673904346679614e-4
Scheduled,2034,IncPHN,60u,1.8421671922639216e-4,1.9204055468309978e-4,1.996922028056943e-4
Scheduled,2034,IncPNH,80u,3.2346323057809824e-4,3.3801773477245764e-4,3.540843718205351e-4
Scheduled,2035,N,All,58733536.07774301,58733536.07774301,58733536.07774301
Scheduled,2035,N,60u,17169741,17169741,17169741
Scheduled,2035,N,80u,4107296,4107296,4107296
Scheduled,2035,IncHZ,All,0.0033543165700361086,0.003428653840489005,0.0034991431069443593
Scheduled,2035,IncHZ,60u,0.002668424055519074,0.0027598446785892256,0.0028930952213438114
Scheduled,2035,IncHZ,80u,0.0034694747595429764,0.0035689409027507934,0.003695021839691019
Scheduled,2035,IncPHN,All,1.2221391851840587e-4,1.2764349189336668e-4,1.349638121730425e-4
Scheduled,2035,IncPHN,60u,1.777206415707756e-4,1.8551898497343826e-4,1.9435926723703324e-4
Scheduled,2035,IncPNH,80u,3.071871291070477e-4,3.207294797237352e-4,3.376185957535748e-4
Scheduled,2036,N,All,58832019.436452426,58832019.436452426,58832019.436452426
Scheduled,2036,N,60u,17249591,17249591,17249591
Scheduled,2036,N,80u,4167522,4167522,4167522
Scheduled,2036,IncHZ,All,0.003330086306715991,0.0034024428313807102,0.0034761057015359038
Scheduled,2036,IncHZ,60u,0.0025791320664334152,0.002675102885038294,0.0028139741982927445
Scheduled,2036,IncHZ,80u,0.00327400602573332,0.0033822406105140086,0.003513386624683419
Scheduled,2036,IncPHN,All,1.2063498738017735e-4,1.2610186518181144e-4,1.33506761365447e-4
Scheduled,2036,IncPHN,60u,1.7152719556961005e-4,1.798504359969251e-4,1.8841066399859533e-4
Scheduled,2036,IncPNH,80u,2.9115679331262625e-4,3.0525653236181886e-4,3.203682311113021e-4
Scheduled,2037,N,All,58929570.80519893,58929570.80519893,58929570.80519893
Scheduled,2037,N,60u,17311250,17311250,17311250
Scheduled,2037,N,80u,4237769,4237769,4237769
Scheduled,2037,IncHZ,All,0.003311193251270117,0.003379678513346189,0.0034581565529388267
Scheduled,2037,IncHZ,60u,0.002502155748120752,0.0026023155074155454,0.00274342269758056
Scheduled,2037,IncHZ,80u,0.0030756203134266716,0.0032109831830245917,0.0033349814643652866
Scheduled,2037,IncPHN,All,1.1931232942679284e-4,1.24808887331721e-4,1.3210458532368554e-4
Scheduled,2037,IncPHN,60u,1.6574564820672036e-4,1.751335667812877e-4,1.8373671330256165e-4
Scheduled,2037,IncPNH,80u,2.7555972782520086e-4,2.8872274357533677e-4,3.0560417483638496e-4
Scheduled,2038,N,All,59026783.73474885,59026783.73474885,59026783.73474885
Scheduled,2038,N,60u,17377355,17377355,17377355
Scheduled,2038,N,80u,4319079,4319079,4319079
Scheduled,2038,IncHZ,All,0.0032930468962022027,0.0033627972103710537,0.003441204629628449
Scheduled,2038,IncHZ,60u,0.0024348572818637523,0.002539804000879058,0.0026859123967541945
Scheduled,2038,IncHZ,80u,0.0029071562679196025,0.0030395606348478763,0.003170895136871557
Scheduled,2038,IncPHN,All,1.1814809386772633e-4,1.2373642128578376e-4,1.3113275339172073e-4
Scheduled,2038,IncPHN,60u,1.6084211483130513e-4,1.7035440594563182e-4,1.7977416033712642e-4
Scheduled,2038,IncPNH,80u,2.59249566498961e-4,2.734507140148697e-4,2.889876445886154e-4
Scheduled,2039,N,All,59123921.18159037,59123921.18159037,59123921.18159037
Scheduled,2039,N,60u,17483346,17483346,17483346
Scheduled,2039,N,80u,4404459,4404459,4404459
Scheduled,2039,IncHZ,All,0.003274692464318187,0.0033452024761970794,0.0034270810000708177
Scheduled,2039,IncHZ,60u,0.0023775087568959482,0.0024862029942186612,0.002637874240644683
Scheduled,2039,IncHZ,80u,0.0027496312964907883,0.002887965405271655,0.0030359787751285793
Scheduled,2039,IncPHN,All,1.1710405708136517e-4,1.226254981155574e-4,1.3018975692550574e-4
Scheduled,2039,IncPHN,60u,1.5678905083521706e-4,1.6590310677303487e-4,1.755551548564634e-4
Scheduled,2039,IncPNH,80u,0.00024566433490003613,2.6029251649335033e-4,2.764967376649677e-4
Scheduled,2040,N,All,59220916.44902057,59220916.44902057,59220916.44902057
Scheduled,2040,N,60u,17612449,17612449,17612449
Scheduled,2040,N,80u,4494979,4494979,4494979
Scheduled,2040,IncHZ,All,0.0032588026138367283,0.0033280515627523164,0.003411213288544328
Scheduled,2040,IncHZ,60u,0.0023265240733036387,0.0024360450444358295,0.0025979469479832885
Scheduled,2040,IncHZ,80u,0.0026184478046356475,0.002749166551757447,0.002901233014340839
Scheduled,2040,IncPHN,All,1.1614726387356084e-4,1.216691356770365e-4,1.2903376231857445e-4
Scheduled,2040,IncPHN,60u,1.534066773329221e-4,1.6190084387891085e-4,1.7235494765973134e-4
Scheduled,2040,IncPNH,80u,2.3221277431885974e-4,2.477378424092368e-4,2.6497359418425497e-4
Scheduled,2041,N,All,59317434.65998518,59317434.65998518,59317434.65998518
Scheduled,2041,N,60u,17736905,17736905,17736905
Scheduled,2041,N,80u,4601150,4601150,4601150
Scheduled,2041,IncHZ,All,0.003244581749784163,0.003313887475782675,0.0033959662826356643
Scheduled,2041,IncHZ,60u,0.002281531928086892,0.0023952236048131164,0.0025625649355861357
Scheduled,2041,IncHZ,80u,0.0024985011633641076,0.0026298031277137385,0.0028031621964949194
Scheduled,2041,IncPHN,All,1.1507053108907961e-4,1.2081124234686934e-4,1.2814100346856278e-4
Scheduled,2041,IncPHN,60u,1.5002588398961266e-4,1.5852258848969523e-4,1.6993199636442826e-4
Scheduled,2041,IncPNH,80u,2.2012862363484585e-4,2.3775981559352619e-4,2.5389845527196603e-4
Scheduled,2042,N,All,59413301.41479546,59413301.41479546,59413301.41479546
Scheduled,2042,N,60u,17851956,17851956,17851956
Scheduled,2042,N,80u,4720092,4720092,4720092
Scheduled,2042,IncHZ,All,0.003231795602808124,0.0033014534296639062,0.003381990480279003
Scheduled,2042,IncHZ,60u,0.0022421826821086553,0.0023600086077226624,0.0025307911746514688
